Accession	Title						Platform		Bases	Create date	SRA URL													SRA filename	SRA nice filename						FastQ URL									FastQ Aspera URL									FastQ filename		FastQ nice filename																																																							

COUNTRY: China-Myanmar																						
ERR3325132	Illumina HiSeq 2000 paired end sequencing	Illumina HiSeq 2000	12549	1.57239E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR332/ERR3325132/ERR3325132.sra	ERR3325132.sra	ERR3325132_Illumina_HiSeq_2000_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/002/ERR3325132/ERR3325132_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR332/002/ERR3325132/ERR3325132_1.fastq.gz	ERR3325132_1.fastq.gz	ERR3325132_Illumina_HiSeq_2000_paired_end_sequencing_1.fastq.gz											
ERR3325132	Illumina HiSeq 2000 paired end sequencing	Illumina HiSeq 2000	12549	1.57239E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR332/ERR3325132/ERR3325132.sra	ERR3325132.sra	ERR3325132_Illumina_HiSeq_2000_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/002/ERR3325132/ERR3325132_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR332/002/ERR3325132/ERR3325132_2.fastq.gz	ERR3325132_2.fastq.gz	ERR3325132_Illumina_HiSeq_2000_paired_end_sequencing_2.fastq.gz											
ERR3325131	Illumina HiSeq 2000 paired end sequencing	Illumina HiSeq 2000	13253	1.57239E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR332/ERR3325131/ERR3325131.sra	ERR3325131.sra	ERR3325131_Illumina_HiSeq_2000_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/001/ERR3325131/ERR3325131_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR332/001/ERR3325131/ERR3325131_1.fastq.gz	ERR3325131_1.fastq.gz	ERR3325131_Illumina_HiSeq_2000_paired_end_sequencing_1.fastq.gz											
ERR3325131	Illumina HiSeq 2000 paired end sequencing	Illumina HiSeq 2000	13253	1.57239E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR332/ERR3325131/ERR3325131.sra	ERR3325131.sra	ERR3325131_Illumina_HiSeq_2000_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/001/ERR3325131/ERR3325131_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR332/001/ERR3325131/ERR3325131_2.fastq.gz	ERR3325131_2.fastq.gz	ERR3325131_Illumina_HiSeq_2000_paired_end_sequencing_2.fastq.gz											
ERR3325133	Illumina HiSeq 2000 paired end sequencing	Illumina HiSeq 2000	17724	1.57239E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR332/ERR3325133/ERR3325133.sra	ERR3325133.sra	ERR3325133_Illumina_HiSeq_2000_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/003/ERR3325133/ERR3325133_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR332/003/ERR3325133/ERR3325133_1.fastq.gz	ERR3325133_1.fastq.gz	ERR3325133_Illumina_HiSeq_2000_paired_end_sequencing_1.fastq.gz											
ERR3325133	Illumina HiSeq 2000 paired end sequencing	Illumina HiSeq 2000	17724	1.57239E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR332/ERR3325133/ERR3325133.sra	ERR3325133.sra	ERR3325133_Illumina_HiSeq_2000_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/003/ERR3325133/ERR3325133_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR332/003/ERR3325133/ERR3325133_2.fastq.gz	ERR3325133_2.fastq.gz	ERR3325133_Illumina_HiSeq_2000_paired_end_sequencing_2.fastq.gz											
ERR3325134	Illumina HiSeq 2000 paired end sequencing	Illumina HiSeq 2000	13334	1.57239E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR332/ERR3325134/ERR3325134.sra	ERR3325134.sra	ERR3325134_Illumina_HiSeq_2000_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/004/ERR3325134/ERR3325134_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR332/004/ERR3325134/ERR3325134_1.fastq.gz	ERR3325134_1.fastq.gz	ERR3325134_Illumina_HiSeq_2000_paired_end_sequencing_1.fastq.gz											
ERR3325134	Illumina HiSeq 2000 paired end sequencing	Illumina HiSeq 2000	13334	1.57239E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR332/ERR3325134/ERR3325134.sra	ERR3325134.sra	ERR3325134_Illumina_HiSeq_2000_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/004/ERR3325134/ERR3325134_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR332/004/ERR3325134/ERR3325134_2.fastq.gz	ERR3325134_2.fastq.gz	ERR3325134_Illumina_HiSeq_2000_paired_end_sequencing_2.fastq.gz											
ERR3325135	Illumina HiSeq 2000 paired end sequencing	Illumina HiSeq 2000	19416	1.57239E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR332/ERR3325135/ERR3325135.sra	ERR3325135.sra	ERR3325135_Illumina_HiSeq_2000_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/005/ERR3325135/ERR3325135_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR332/005/ERR3325135/ERR3325135_1.fastq.gz	ERR3325135_1.fastq.gz	ERR3325135_Illumina_HiSeq_2000_paired_end_sequencing_1.fastq.gz											
ERR3325135	Illumina HiSeq 2000 paired end sequencing	Illumina HiSeq 2000	19416	1.57239E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/ERR/ERR332/ERR3325135/ERR3325135.sra	ERR3325135.sra	ERR3325135_Illumina_HiSeq_2000_paired_end_sequencing.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/005/ERR3325135/ERR3325135_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR332/005/ERR3325135/ERR3325135_2.fastq.gz	ERR3325135_2.fastq.gz	ERR3325135_Illumina_HiSeq_2000_paired_end_sequencing_2.fastq.gz											
